Date,Close,High,Low,Open,Volume,Ticker
2025-10-02,209.5924530029297,215.4020111931294,209.2636083651506,210.20031456877308,6798100,DHR
2025-10-03,214.23611450195312,219.1488195040284,209.48283688262566,210.5889451284998,5927300,DHR
2025-10-06,210.96762084960938,214.52509432092052,209.90136563103968,214.2560368499749,3849500,DHR
2025-10-07,208.0379180908203,213.20972093941018,207.7290075893916,211.7647934374527,4008700,DHR
2025-10-08,204.2412872314453,209.14403277343087,204.1814848569764,206.17447159137453,5089500,DHR
2025-10-09,203.76295471191406,206.4634583643226,202.84618266012063,204.09179934004896,2572600,DHR
2025-10-10,201.75006103515625,205.73603464663174,201.43117584770255,204.19146683112845,3585500,DHR
2025-10-13,204.420654296875,206.02500926989663,202.13869111427033,202.84619290925954,2229700,DHR
2025-10-14,205.42709350585938,206.63285712318515,201.62049689926084,202.16857127077256,2254100,DHR
2025-10-15,205.37728881835938,208.78529430550606,203.72310618150232,206.25419264086315,3081000,DHR
2025-10-16,210.1803741455078,210.84802286088916,204.75944792507707,208.86501083909013,5818300,DHR
2025-10-17,208.326904296875,211.89435243401437,207.91833836042085,209.7220041567784,4147000,DHR
2025-10-20,207.6592559814453,210.818138188623,207.0115413630291,209.5127342865555,4971500,DHR
2025-10-21,219.99583435058594,234.1659705668906,219.95596610285796,222.7162568546879,10741300,DHR
2025-10-22,217.335205078125,222.18812281266673,214.52508654085176,221.7197697231212,4498800,DHR
2025-10-23,221.94895935058594,223.02517399206846,216.83695881014626,216.83695881014626,3664000,DHR
2025-10-24,222.2279815673828,224.26083656260727,221.40089024342484,222.68637520913958,3955300,DHR
2025-10-27,220.23500061035156,223.65298087522254,218.61072670978567,222.27781511909154,3454900,DHR
2025-10-28,216.139404296875,220.8528288504531,215.4717555684709,219.7965483187905,2251700,DHR
2025-10-29,213.25955200195312,217.79360011807697,211.9641227161603,214.71443908999152,3030400,DHR
2025-10-30,214.29591369628906,216.72736008169778,212.06376295446012,213.24959256089167,2897200,DHR
2025-10-31,214.624755859375,216.98644037921258,212.26305613425467,212.31288384589197,4042500,DHR
2025-11-03,213.3093719482422,214.62475051737025,210.45940025374708,212.23315726585076,3883300,DHR
2025-11-04,213.08018493652344,215.35218866559543,210.27006625803398,211.36621507700843,3079900,DHR
2025-11-05,211.46585083007812,212.890828956923,208.16744521987474,211.8345484870389,2935400,DHR
2025-11-06,209.93125915527344,211.75484387065222,208.73547013682503,210.26010379627115,2845700,DHR
2025-11-07,209.20382690429688,210.51919028602433,207.0215039246646,208.89491638303068,3028000,DHR
2025-11-10,210.4294891357422,210.99749761743485,206.99159027873858,208.1375514959794,2255200,DHR
2025-11-11,215.03329467773438,215.83049240387555,210.14052385404074,210.2700576507753,2843000,DHR
2025-11-12,218.63063049316406,219.6072049042474,214.6745507571251,214.87386158732596,4324100,DHR
2025-11-13,220.42433166503906,225.8153644768745,216.77716226068856,216.99639201976638,6520000,DHR
2025-11-14,220.43431091308594,222.57676563328266,216.5778711293363,218.39149640936202,4552300,DHR
2025-11-17,219.6669921875,223.34405500954244,217.43484165348966,218.72032656467078,3991200,DHR
2025-11-18,224.71920776367188,226.10433289888763,217.09603979023296,218.371550049772,5311300,DHR
2025-11-19,221.63009643554688,225.59613583298167,219.87625835425453,224.211010642115,4483400,DHR
2025-11-20,221.40089416503906,224.2508658695949,220.56384336642944,222.19809191835975,2987200,DHR
2025-11-21,226.59262084960938,227.7485567777418,221.2713500427234,221.96889234236136,3181300,DHR
2025-11-24,226.18405151367188,226.74208534495514,223.30418640164953,226.702232302127,4393800,DHR
2025-11-25,229.9607696533203,231.53523093683276,225.3768942605483,226.34349400552293,2957500,DHR
2025-11-26,227.65887451171875,230.14013319001754,226.67234063396907,228.76498272424476,4135300,DHR
2025-11-28,225.98475646972656,227.6488985084664,225.76552672040452,227.47949646676872,1461500,DHR
2025-12-01,223.35401916503906,226.6424502655749,222.96538736622094,225.76553125069017,3881300,DHR
2025-12-02,225.79542541503906,227.51936986512035,223.17465823382608,225.06798952415775,2737100,DHR
2025-12-03,227.65887451171875,229.84118214779505,226.80188963349786,227.2004808862734,3761000,DHR
2025-12-04,226.3335418701172,228.07740525125462,222.985323570122,226.90153517894103,4089300,DHR
2025-12-05,225.4566192626953,227.6787951641371,224.21100258168593,227.2303762000301,3179600,DHR
2025-12-08,223.6928253173828,225.96482896300003,222.4771022010969,224.0814571197836,2945900,DHR
2025-12-09,222.44720458984375,225.99471845631538,222.4073515464675,224.54980615073993,3369200,DHR
2025-12-10,229.61199951171875,229.67178668081868,222.48707802871172,223.32412880667488,3914000,DHR
2025-12-11,231.55516052246094,231.87404570077524,228.80484428327006,229.45255889445795,5781800,DHR
2025-12-12,225.53634643554688,232.0035938858759,225.53634643554688,231.6548151239865,4858300,DHR
2025-12-15,227.72862243652344,227.97774577224845,223.53339397787204,227.05101426188665,4826600,DHR
2025-12-16,223.91204833984375,227.4396432450479,221.9091022192831,227.4396432450479,2992100,DHR
2025-12-17,221.8493194580078,225.87514590316854,221.83934479312376,224.7989312601378,5088700,DHR
2025-12-18,223.56329345703125,226.7221756126893,222.5867190074344,222.885670059244,3502400,DHR
2025-12-19,224.0515594482422,225.1975359151318,222.61660660239048,223.85226382082539,6318100,DHR
2025-12-22,227.21044921875,227.8581790364074,223.33409059379426,224.34055863507172,2576100,DHR
2025-12-23,230.02056884765625,230.4092006578437,225.25733170524313,226.26378454565616,1868500,DHR
2025-12-24,230.6583251953125,230.91740800168265,228.98420840065563,229.93088928125923,785800,DHR
2025-12-26,229.83009338378906,231.0474843122242,228.74240035197332,231.0474843122242,1140700,DHR
2025-12-29,230.13943481445312,231.15725422282836,229.18147011831684,229.4708617898541,1666400,DHR
2025-12-30,230.17933654785156,230.5884680850071,228.37318906227696,229.57063347896928,1375900,DHR
2025-12-31,228.4330596923828,230.75810534856822,228.38316300271674,230.4088437472376,1270300,DHR
2026-01-02,229.909912109375,231.60630823549218,226.74665681546844,228.32329783861724,2338300,DHR
